id,email,name,student_id,school_id,created_at,updated_at
e22774e0-b470-4889-8631-038fdccf5c5f,melissamcdonald@example.org,Erin Simon,CSE20250000,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
07783b81-0736-44db-b3ee-f1530b1f417f,jennifer05@example.com,Nicole Thompson,CSE20250001,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
61c31e1f-44a0-47f6-a76b-fdcd79fa6261,gwilcox@example.com,Michael Lopez,CSE20250002,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
1fcda4c3-17dd-4010-99ab-1c9548cd8111,thomasboyle@example.org,David Molina,CSE20250003,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
bf62af52-4a8f-413b-ac23-e9a90558b58a,kevin90@example.com,Melissa Brown,CSE20250004,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
3eff785a-b40b-4c1a-9b86-450627ebb6dc,marshallerik@example.net,Stephanie Padilla,CSE20250005,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
d4019d5f-b2bd-4716-9216-6832af66a63b,hannah45@example.net,Tyler Mendoza,CSE20250006,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
5245c3c0-8960-4e13-ac6e-1af468b2e91f,madkins@example.com,Joshua Ruiz,CSE20250007,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
d093056b-1fd4-420c-aa82-7390e27d74da,kathleenbecker@example.net,Angela Griffin,CSE20250008,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
118fae0e-cba2-4d90-94d3-ad92afbc0ea8,christian91@example.org,Stephanie Harris,CSE20250009,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
aa8a20bc-1d35-488d-a6c9-b78fc13698ab,franklinbond@example.com,Daniel Aguilar,CSE20250010,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
cfc2389b-639e-4a2c-8885-1802167e05dd,nolansean@example.org,Jose Bryant,CSE20250011,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
b4106ab9-d6cf-4b38-a2b3-6405e01d8d95,hansenemily@example.com,Jennifer Velasquez,CSE20250012,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
bb50d2cb-d2e6-44db-9a1f-357639126ed9,bethwilliams@example.com,Kimberly Brown,CSE20250013,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
40a609da-0a5b-4d44-bffc-49847102db26,andersenthomas@example.com,Randy Cannon,CSE20250014,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
d837dc99-dd4d-486f-86c2-3b53a84d852c,ybrooks@example.com,Susan Bennett,CSE20250015,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
b8907ce2-4332-486b-a122-347a2f95be33,desireebailey@example.org,Jenna Anderson DVM,CSE20250016,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
1f697621-6b67-48d7-9132-f4d5bd0ec2d5,avilatiffany@example.com,Kimberly Patel,CSE20250017,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
ccdbcee9-fcc7-4be2-b268-761c7db57320,johnreed@example.com,Shaun Cannon,CSE20250018,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
fae5be71-7bb3-426f-b1c9-93222d42ced0,pachecorobert@example.org,Austin Wheeler,CSE20250019,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
625f3264-866c-4dae-a06b-8e9c01a7a55a,tharper@example.org,Andrew Gonzales,CSE20250020,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
4920bed4-a380-48bb-b57c-0253cbac73fd,karenparsons@example.org,Donna Cabrera,CSE20250021,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
7241642b-8486-4470-81b7-c0f90c42ab24,barbara53@example.com,Victoria Boyd,CSE20250022,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
bc835325-c1cc-4b3f-8e02-88cff848c252,dturner@example.net,Sheryl Buck,CSE20250023,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
d2cd0c7a-b51e-41f1-b858-43a8b5fd3bc8,dpeters@example.com,Megan Floyd,CSE20250024,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
39b7a937-f4e4-4ab1-ac0a-03ed3ce15d54,heather62@example.com,Paul Wells,CSE20250025,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
2bda3c1a-ddd8-47a2-8118-7eb0d088037b,kevinzimmerman@example.com,Kristina Faulkner,CSE20250026,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
4c99a068-385a-4890-896e-76dc6f6dfa9b,paulscott@example.com,Tammy Boone,CSE20250027,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
66824c3c-674f-4fe9-85c4-2b3460b18174,nicholsmaria@example.org,Michael Morrison,CSE20250028,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
9c01afe7-4de9-441d-b468-b1dd1e4afb01,lopezkathleen@example.net,Claire Clark,CSE20250029,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
20bae6fe-102a-432c-a169-836f80beb6c2,kevin03@example.org,Autumn Key,CSE20250030,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
ecc20787-bb62-4427-948f-28e84c0a53a4,srocha@example.net,Jennifer Allen,CSE20250031,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
bf9348db-ccd7-4d9d-baee-2b66d9029880,kimberly67@example.net,Elizabeth Ward,CSE20250032,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
8b1af054-5dfc-414e-b38f-aa63827b8a6a,zowens@example.net,Ryan Rocha,CSE20250033,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
eab26e5e-6305-4b89-b08f-6966a5d71273,lawrence09@example.org,Alexis Tran,CSE20250034,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
d2371f6b-cc4f-4139-8e7c-faa2235ff3db,mphillips@example.com,Kelly Sanchez,CSE20250035,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
613ba999-61be-4425-bff0-ab0580c9718a,jonathan77@example.com,Robert Jackson,CSE20250036,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
7148bfcc-f057-4696-815e-eabfb19a75d7,iwhite@example.net,Kelly Combs,CSE20250037,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
ad0d8697-d1ac-494b-a4f2-d2edbc9be1c8,landryelizabeth@example.org,Ryan Hall,CSE20250038,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
c6b95b68-d70f-4422-ba07-73985c91367d,albertwagner@example.com,Mark Peck,CSE20250039,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
a2110da8-e8c9-4542-bfd9-cbae5102e58c,bhopkins@example.org,Jennifer Smith,CSE20250040,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
627e74d2-2400-417b-b11f-9b4ae0ce981d,amanda40@example.net,Megan Drake,CSE20250041,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
ea3bb0a5-bd0b-48b9-b158-ce4e581e0c76,danieldavis@example.org,Manuel King,CSE20250042,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
70f2f6f9-19ad-4193-8dc0-0fd7b76ad0dc,joseph61@example.com,Judy Sanchez,CSE20250043,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
5ae7aeb4-f9a3-40aa-b3c0-989cd0291539,kevinclayton@example.org,Shannon Malone,CSE20250044,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
935651c5-7924-48d6-abac-51f4ffee404d,sullivannicholas@example.com,Adam Jackson,CSE20250045,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
c7beff53-0a6e-4e73-962f-d54aca684bef,pbruce@example.com,Shannon Davis,CSE20250046,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
54450cd2-8806-48c9-9ebb-fc0233f3c965,hallrachel@example.net,Karen Williams,CSE20250047,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
f6b9f095-bd38-46bd-9940-045f8ac3033f,cohenjuan@example.net,Amanda Mcfarland,CSE20250048,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
8a6fe768-efb9-4f02-8294-7b83c145dcb9,alexis39@example.org,Michelle Sanders,CSE20250049,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
65da28c2-a277-4094-832e-fe238a2872f5,evansanne@example.net,Jasmine Mosley,CSE20250050,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
921cfc75-1247-4312-9dac-3a975eb3a2a0,patrick21@example.net,Haley Davis,CSE20250051,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
ac3fbf84-9b8d-430d-994a-5119fdc513e8,marypeterson@example.net,Jennifer Ayala,CSE20250052,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
4a144f03-6252-4f9b-987b-dd4209277ed3,walterskristen@example.com,Henry Pugh MD,CSE20250053,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
9470c4b9-1802-4165-8537-b9876deeb64c,nmiller@example.com,Michelle Miller,CSE20250054,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
9cd08b36-525c-467f-9f64-82cb72233105,normanbowers@example.org,Emily Rodriguez,CSE20250055,3b75eb77-7810-4225-91df-f88e7f03a544,2025-10-11 13:38:14,2025-10-11 13:38:14
